Age,Attrition,Business Travel,Daily Rate,Department,Education Field,Employee Number,Gender,Hourly Rate,Job Level,Job Role,Marital Status,Monthly Income,Monthly Rate,Over Time,Percent Salary Hike,Performance Rating,Standard Hours,Total Working Years,Years At Company,Years In Current Role
30,No,Travel Rarely,634,Research & Development,Medical,1321,Female,95,3,Manager,Married,11916,25927,Yes,23,4,80,9,9,1
39,No,Travel Rarely,524,Research & Development,Life Sciences,1322,Male,32,2,Manufacturing Director,Single,4534,13352,No,11,3,80,9,8,7
31,No,Non-Travel,587,Sales,Life Sciences,1324,Female,57,3,Sales Executive,Divorced,9852,8935,Yes,19,3,80,10,10,8
41,No,Non-Travel,256,Sales,Medical,1329,Male,40,2,Sales Executive,Single,6151,22074,No,13,3,80,19,19,2
31,Yes,Travel Frequently,1060,Sales,Life Sciences,1331,Female,54,1,Sales Representative,Single,2302,8319,Yes,11,3,80,3,3,2
44,Yes,Travel Rarely,935,Research & Development,Life Sciences,1333,Male,89,1,Laboratory Technician,Married,2362,14669,No,12,3,80,10,3,2
42,No,Non-Travel,495,Research & Development,Life Sciences,1334,Male,37,4,Manager,Married,17861,26582,Yes,13,3,80,21,20,8
55,No,Travel Rarely,282,Research & Development,Medical,1336,Female,58,5,Manager,Married,19187,6992,No,14,3,80,23,19,9
56,No,Travel Rarely,206,Human Resources,Life Sciences,1338,Male,99,5,Manager,Single,19717,4022,No,14,3,80,36,7,3
40,No,Non-Travel,458,Research & Development,Life Sciences,1340,Male,74,1,Research Scientist,Divorced,3544,8532,No,16,3,80,6,4,2
34,No,Travel Rarely,943,Research & Development,Life Sciences,1344,Male,86,3,Healthcare Representative,Divorced,8500,5494,No,11,3,80,10,9,7
40,No,Travel Rarely,523,Research & Development,Life Sciences,1346,Male,98,2,Research Scientist,Single,4661,22455,No,13,3,80,9,9,8
41,No,Travel Frequently,1018,Sales,Marketing,1349,Female,66,2,Sales Executive,Divorced,4103,4297,No,17,3,80,10,9,3
35,No,Travel Frequently,482,Research & Development,Life Sciences,1350,Male,87,2,Research Scientist,Single,4249,2690,Yes,11,3,80,9,9,6
51,No,Travel Rarely,770,Human Resources,Life Sciences,1352,Male,84,4,Manager,Divorced,14026,17588,Yes,11,3,80,33,33,9
38,No,Travel Rarely,1009,Sales,Life Sciences,1355,Female,31,2,Sales Executive,Divorced,6893,19461,No,15,3,80,11,7,7
34,No,Travel Rarely,507,Sales,Medical,1356,Female,66,2,Sales Executive,Single,6125,23553,No,12,3,80,10,10,8
25,No,Travel Rarely,882,Research & Development,Medical,1358,Male,67,1,Laboratory Technician,Married,3669,9075,No,11,3,80,7,3,2
58,Yes,Travel Rarely,601,Research & Development,Medical,1360,Female,53,3,Manufacturing Director,Married,10008,12023,Yes,14,3,80,31,10,9
40,No,Travel Rarely,329,Research & Development,Life Sciences,1361,Male,88,1,Laboratory Technician,Married,2387,6762,No,22,4,80,7,4,2
36,No,Travel Frequently,607,Sales,Marketing,1362,Female,83,2,Sales Executive,Married,4639,2261,No,16,3,80,17,15,7
48,No,Travel Rarely,855,Research & Development,Life Sciences,1363,Male,54,3,Manufacturing Director,Single,7898,18706,No,11,3,80,11,10,9
27,No,Travel Rarely,1291,Sales,Medical,1364,Female,98,1,Sales Representative,Married,2534,6527,No,14,3,80,5,1,0
51,No,Travel Rarely,1405,Research & Development,Technical Degree,1367,Female,82,4,Manufacturing Director,Single,13142,24439,No,16,3,80,29,5,2
18,No,Non-Travel,1124,Research & Development,Life Sciences,1368,Female,97,1,Laboratory Technician,Single,1611,19305,No,15,3,80,0,0,0
35,No,Travel Rarely,817,Research & Development,Medical,1369,Female,60,2,Laboratory Technician,Married,5363,10846,No,12,3,80,10,9,7
27,No,Travel Frequently,793,Sales,Life Sciences,1371,Male,43,2,Sales Executive,Single,5071,20392,No,20,4,80,8,6,2
55,Yes,Travel Rarely,267,Sales,Marketing,1372,Male,85,4,Sales Executive,Single,13695,9277,Yes,17,3,80,24,19,7
56,No,Travel Rarely,1369,Research & Development,Life Sciences,1373,Male,68,4,Manufacturing Director,Married,13402,18235,Yes,12,3,80,33,19,16
34,No,Non-Travel,999,Research & Development,Technical Degree,1374,Female,92,1,Research Scientist,Divorced,2029,15891,No,20,4,80,5,5,4
40,No,Travel Rarely,1202,Research & Development,Medical,1375,Female,89,2,Healthcare Representative,Divorced,6377,13888,No,20,4,80,15,12,11
34,No,Travel Rarely,285,Research & Development,Medical,1377,Male,86,2,Laboratory Technician,Married,5429,17491,No,13,3,80,10,8,7
31,Yes,Travel Frequently,703,Sales,Life Sciences,1379,Female,90,1,Sales Representative,Single,2785,11882,No,14,3,80,3,1,0
35,Yes,Travel Frequently,662,Sales,Marketing,1380,Female,67,2,Sales Executive,Married,4614,23288,Yes,18,3,80,5,4,2
38,No,Travel Frequently,693,Research & Development,Life Sciences,1382,Male,57,1,Research Scientist,Divorced,2610,15748,No,11,3,80,4,4,2
34,No,Travel Rarely,404,Research & Development,Technical Degree,1383,Female,98,2,Healthcare Representative,Single,6687,6163,No,11,3,80,14,14,11
28,No,Travel Rarely,736,Sales,Life Sciences,1387,Male,48,2,Sales Executive,Married,4724,24232,No,11,3,80,5,5,3
31,Yes,Travel Rarely,330,Research & Development,Medical,1389,Male,98,2,Manufacturing Director,Married,6179,21057,Yes,15,3,80,10,10,2
39,No,Travel Rarely,1498,Sales,Life Sciences,1390,Male,44,2,Sales Executive,Married,6120,3567,Yes,12,3,80,8,5,4
51,No,Travel Frequently,541,Sales,Marketing,1391,Male,52,3,Sales Executive,Married,10596,15395,No,11,3,80,14,4,2
41,No,Travel Frequently,1200,Research & Development,Life Sciences,1392,Female,75,2,Research Scientist,Divorced,5467,13953,Yes,14,3,80,12,6,2
37,No,Travel Rarely,1439,Research & Development,Life Sciences,1394,Male,54,1,Research Scientist,Married,2996,5182,Yes,15,3,80,8,6,4
33,No,Travel Frequently,1111,Sales,Life Sciences,1395,Male,61,2,Sales Executive,Married,9998,19293,No,13,3,80,8,5,4
32,No,Travel Rarely,499,Sales,Marketing,1396,Male,36,2,Sales Executive,Married,4078,20497,Yes,13,3,80,4,3,2
39,No,Non-Travel,1485,Research & Development,Life Sciences,1397,Male,71,3,Healthcare Representative,Married,10920,3449,No,21,4,80,13,6,4
25,No,Travel Rarely,1372,Sales,Life Sciences,1399,Male,93,2,Sales Executive,Married,6232,12477,No,11,3,80,6,3,2
52,No,Travel Frequently,322,Research & Development,Medical,1401,Female,59,4,Manufacturing Director,Married,13247,9731,Yes,11,3,80,24,5,3
43,No,Travel Rarely,930,Research & Development,Medical,1402,Female,73,2,Research Scientist,Single,4081,20003,Yes,14,3,80,20,20,7
27,No,Travel Rarely,205,Sales,Marketing,1403,Female,98,2,Sales Executive,Married,5769,7100,Yes,11,3,80,6,6,2
27,Yes,Travel Rarely,135,Research & Development,Life Sciences,1405,Female,51,1,Research Scientist,Single,2394,25681,Yes,13,3,80,8,8,2
26,No,Travel Rarely,683,Research & Development,Medical,1407,Male,36,1,Research Scientist,Single,3904,4050,No,12,3,80,5,4,3
42,No,Travel Rarely,1147,Human Resources,Human Resources,1408,Female,31,4,Manager,Married,16799,16616,No,14,3,80,21,20,7
52,No,Travel Rarely,258,Research & Development,Other,1409,Female,54,1,Laboratory Technician,Married,2950,17363,No,13,3,80,12,5,4
37,No,Travel Rarely,1462,Research & Development,Medical,1411,Female,94,1,Laboratory Technician,Single,3629,19106,No,18,3,80,8,3,2
35,No,Travel Frequently,200,Research & Development,Life Sciences,1412,Male,60,3,Manufacturing Director,Single,9362,19944,No,11,3,80,10,2,2
25,No,Travel Rarely,949,Research & Development,Technical Degree,1415,Male,81,1,Laboratory Technician,Married,3229,4910,No,11,3,80,7,3,2
26,No,Travel Rarely,652,Research & Development,Other,1417,Male,100,1,Laboratory Technician,Single,3578,23577,No,12,3,80,8,7,7
29,No,Travel Rarely,332,Human Resources,Other,1419,Male,51,3,Human Resources,Single,7988,9769,No,13,3,80,10,10,9
49,Yes,Travel Frequently,1475,Research & Development,Life Sciences,1420,Male,97,2,Laboratory Technician,Single,4284,22710,No,20,4,80,20,4,3
29,Yes,Travel Frequently,337,Research & Development,Other,1421,Female,84,3,Healthcare Representative,Single,7553,22930,Yes,12,3,80,9,8,7
54,No,Travel Rarely,971,Research & Development,Medical,1422,Female,54,4,Research Director,Single,17328,5652,No,19,3,80,29,20,7
58,No,Travel Rarely,1055,Research & Development,Medical,1423,Female,76,5,Research Director,Married,19701,22456,Yes,21,4,80,32,9,8
55,No,Travel Rarely,1136,Research & Development,Medical,1424,Male,81,4,Research Director,Divorced,14732,12414,No,13,3,80,31,7,7
36,No,Travel Rarely,1174,Sales,Marketing,1425,Female,99,2,Sales Executive,Single,9278,20763,Yes,16,3,80,15,5,4
31,Yes,Travel Frequently,667,Sales,Life Sciences,1427,Female,50,1,Sales Representative,Single,1359,16154,No,12,3,80,1,1,0
30,No,Travel Rarely,855,Sales,Marketing,1428,Female,73,2,Sales Executive,Divorced,4779,12761,No,14,3,80,8,3,2
31,No,Travel Rarely,182,Research & Development,Life Sciences,1430,Female,93,4,Research Director,Single,16422,8847,No,11,3,80,9,3,2
34,No,Travel Frequently,560,Research & Development,Other,1431,Male,91,1,Research Scientist,Divorced,2996,20284,No,14,3,80,10,4,3
31,Yes,Travel Rarely,202,Research & Development,Life Sciences,1433,Female,34,1,Research Scientist,Single,1261,22262,No,12,3,80,1,1,0
27,No,Travel Rarely,1377,Research & Development,Life Sciences,1434,Male,91,1,Laboratory Technician,Married,2099,7679,No,14,3,80,6,5,0
36,No,Travel Rarely,172,Research & Development,Life Sciences,1435,Male,37,2,Laboratory Technician,Single,5810,22604,No,16,3,80,10,10,4
36,No,Travel Rarely,329,Sales,Marketing,1436,Female,98,2,Sales Executive,Married,5647,13494,No,13,3,80,11,3,2
47,No,Travel Rarely,465,Research & Development,Technical Degree,1438,Male,74,1,Research Scientist,Married,3420,10205,No,12,3,80,17,6,5
25,Yes,Travel Rarely,383,Sales,Life Sciences,1439,Male,68,1,Sales Representative,Married,4400,15182,No,12,3,80,6,3,2
37,No,Non-Travel,1413,Research & Development,Technical Degree,1440,Male,84,1,Laboratory Technician,Single,3500,25470,No,14,3,80,7,6,5
56,No,Travel Rarely,1255,Research & Development,Life Sciences,1441,Female,90,1,Research Scientist,Married,2066,10494,No,22,4,80,5,3,2
47,No,Travel Rarely,359,Research & Development,Medical,1443,Female,82,4,Research Director,Married,17169,26703,No,19,3,80,26,20,17
24,No,Travel Rarely,1476,Sales,Medical,1445,Female,42,2,Sales Executive,Married,4162,15211,Yes,12,3,80,5,5,4
32,No,Travel Rarely,601,Sales,Marketing,1446,Male,97,2,Sales Executive,Married,9204,23343,No,12,3,80,7,4,3
34,No,Travel Rarely,401,Research & Development,Life Sciences,1447,Female,86,1,Laboratory Technician,Married,3294,3708,No,17,3,80,7,5,4
41,No,Travel Rarely,1283,Research & Development,Medical,1448,Male,90,1,Research Scientist,Married,2127,5561,Yes,12,3,80,7,4,2
40,No,Non-Travel,663,Research & Development,Other,1449,Male,81,2,Laboratory Technician,Divorced,3975,23099,No,11,3,80,11,8,7
31,No,Travel Rarely,326,Sales,Life Sciences,1453,Male,31,3,Sales Executive,Divorced,10793,8386,No,18,3,80,13,13,7
46,Yes,Travel Rarely,377,Sales,Marketing,1457,Male,52,3,Sales Executive,Divorced,10096,15986,No,11,3,80,28,7,7
39,Yes,Non-Travel,592,Research & Development,Life Sciences,1458,Female,54,1,Laboratory Technician,Single,3646,17181,Yes,23,4,80,11,1,0
31,Yes,Travel Frequently,1445,Research & Development,Life Sciences,1459,Female,100,3,Manufacturing Director,Single,7446,8931,No,11,3,80,10,10,8
45,No,Travel Rarely,1038,Research & Development,Medical,1460,Male,95,3,Healthcare Representative,Divorced,10851,19863,Yes,18,3,80,24,7,7
31,No,Travel Rarely,1398,Human Resources,Medical,1461,Female,96,1,Human Resources,Single,2109,24609,No,18,3,80,8,3,2
31,Yes,Travel Frequently,523,Research & Development,Life Sciences,1464,Male,94,1,Laboratory Technician,Married,3722,21081,Yes,13,3,80,7,2,2
45,No,Travel Rarely,1448,Research & Development,Technical Degree,1465,Male,55,3,Manufacturing Director,Married,9380,14720,Yes,18,3,80,10,3,1
48,No,Travel Rarely,1221,Sales,Marketing,1466,Male,96,2,Sales Executive,Divorced,5486,24795,No,11,3,80,15,2,2
34,Yes,Travel Rarely,1107,Human Resources,Technical Degree,1467,Female,52,1,Human Resources,Married,2742,3072,No,15,3,80,2,2,2
40,No,Non-Travel,218,Research & Development,Medical,1468,Male,55,3,Research Director,Divorced,13757,25178,No,11,3,80,16,9,8
28,No,Travel Rarely,866,Sales,Medical,1469,Male,84,2,Sales Executive,Single,8463,23490,No,18,3,80,6,5,4
44,No,Non-Travel,981,Research & Development,Life Sciences,1471,Male,90,1,Laboratory Technician,Single,3162,7973,No,14,3,80,7,5,2
53,No,Travel Rarely,447,Research & Development,Medical,1472,Male,39,4,Research Director,Single,16598,19764,No,12,3,80,35,9,8
49,No,Travel Rarely,1495,Research & Development,Technical Degree,1473,Male,96,2,Healthcare Representative,Married,6651,21534,No,14,3,80,20,3,2
40,No,Travel Rarely,896,Research & Development,Medical,1474,Male,68,1,Research Scientist,Divorced,2345,8045,No,14,3,80,8,3,1
44,No,Travel Rarely,1467,Research & Development,Life Sciences,1475,Male,49,1,Research Scientist,Single,3420,21158,No,13,3,80,6,5,2
33,No,Travel Frequently,430,Sales,Medical,1477,Male,54,2,Sales Executive,Married,4373,17456,No,14,3,80,5,4,3
34,No,Travel Rarely,1326,Sales,Other,1478,Male,81,2,Sales Executive,Single,4759,15891,No,18,3,80,15,13,9
30,No,Travel Rarely,1358,Sales,Life Sciences,1479,Male,96,2,Sales Executive,Married,5301,2939,No,15,3,80,4,2,1
42,No,Travel Frequently,748,Research & Development,Medical,1480,Female,74,1,Laboratory Technician,Single,3673,16458,No,13,3,80,12,12,9
44,No,Travel Frequently,383,Sales,Marketing,1481,Female,79,2,Sales Executive,Married,4768,9282,No,12,3,80,11,1,0
30,No,Non-Travel,990,Research & Development,Technical Degree,1482,Male,64,1,Research Scientist,Divorced,1274,7152,No,13,3,80,1,1,0
57,No,Travel Rarely,405,Research & Development,Life Sciences,1483,Male,93,2,Research Scientist,Married,4900,2721,No,24,4,80,13,12,9
49,No,Travel Rarely,1490,Research & Development,Life Sciences,1484,Male,35,3,Healthcare Representative,Divorced,10466,20948,No,14,3,80,29,8,7
34,No,Travel Frequently,829,Research & Development,Medical,1485,Male,71,4,Research Director,Divorced,17007,11929,No,14,3,80,16,14,8
28,Yes,Travel Frequently,1496,Sales,Technical Degree,1486,Male,92,1,Sales Representative,Married,2909,15747,No,15,3,80,5,3,2
29,Yes,Travel Frequently,115,Sales,Technical Degree,1487,Female,51,2,Sales Executive,Single,5765,17485,No,11,3,80,7,5,3
34,Yes,Travel Rarely,790,Sales,Medical,1489,Female,40,2,Sales Executive,Single,4599,7815,Yes,23,4,80,16,15,9
35,No,Travel Rarely,660,Sales,Life Sciences,1492,Male,76,1,Sales Representative,Married,2404,16192,No,13,3,80,1,1,0
24,Yes,Travel Frequently,381,Research & Development,Medical,1494,Male,89,1,Laboratory Technician,Single,3172,16998,Yes,11,3,80,4,0,0
24,No,Non-Travel,830,Sales,Life Sciences,1495,Female,78,1,Sales Representative,Married,2033,7103,No,13,3,80,1,1,0
44,No,Travel Frequently,1193,Research & Development,Medical,1496,Male,86,3,Manufacturing Director,Single,10209,19719,Yes,18,3,80,16,2,2
29,No,Travel Rarely,1246,Sales,Life Sciences,1497,Male,77,2,Sales Executive,Divorced,8620,23757,No,14,3,80,10,10,7
30,No,Travel Rarely,330,Human Resources,Life Sciences,1499,Male,46,1,Human Resources,Divorced,2064,15428,No,21,4,80,6,5,3
55,No,Travel Rarely,1229,Research & Development,Life Sciences,1501,Male,30,2,Healthcare Representative,Married,4035,16143,Yes,16,3,80,4,3,2
33,No,Travel Rarely,1099,Research & Development,Medical,1502,Female,82,1,Laboratory Technician,Married,3838,8192,No,11,3,80,8,5,4
47,No,Travel Rarely,571,Sales,Medical,1503,Female,78,2,Sales Executive,Married,4591,24200,Yes,17,3,80,11,5,4
28,Yes,Travel Frequently,289,Research & Development,Medical,1504,Male,38,1,Laboratory Technician,Single,2561,5355,No,11,3,80,8,0,0
28,No,Travel Rarely,1423,Research & Development,Life Sciences,1506,Male,72,1,Research Scientist,Divorced,1563,12530,No,14,3,80,1,1,0
28,No,Travel Frequently,467,Sales,Life Sciences,1507,Male,55,2,Sales Executive,Single,4898,11827,No,14,3,80,5,4,2
49,No,Travel Rarely,271,Research & Development,Medical,1509,Female,43,2,Laboratory Technician,Married,4789,23070,No,25,4,80,10,3,2
29,No,Travel Frequently,410,Research & Development,Life Sciences,1513,Female,97,1,Laboratory Technician,Married,3180,4668,No,13,3,80,4,3,2
28,No,Travel Rarely,1083,Research & Development,Life Sciences,1514,Male,96,2,Manufacturing Director,Married,6549,3173,No,14,3,80,8,8,6
33,No,Travel Rarely,516,Research & Development,Life Sciences,1515,Male,69,2,Healthcare Representative,Single,6388,22049,Yes,17,3,80,14,0,0
32,No,Travel Rarely,495,Research & Development,Medical,1516,Male,64,3,Manager,Single,11244,21072,No,25,4,80,10,5,2
54,No,Travel Frequently,1050,Research & Development,Medical,1520,Female,87,4,Manager,Divorced,16032,24456,No,20,4,80,26,14,9
29,Yes,Travel Rarely,224,Research & Development,Technical Degree,1522,Male,100,1,Research Scientist,Single,2362,7568,No,13,3,80,11,9,7
44,No,Travel Rarely,136,Research & Development,Life Sciences,1523,Male,32,4,Research Director,Married,16328,22074,No,13,3,80,24,20,6
39,No,Travel Rarely,1089,Research & Development,Life Sciences,1525,Female,32,3,Manufacturing Director,Single,8376,9150,No,18,3,80,9,2,0
46,No,Travel Rarely,228,Sales,Life Sciences,1527,Female,51,4,Manager,Married,16606,11380,No,12,3,80,23,13,12
35,No,Travel Rarely,1029,Research & Development,Life Sciences,1529,Female,91,3,Healthcare Representative,Single,8606,21195,No,19,3,80,11,11,8
23,No,Travel Rarely,507,Research & Development,Life Sciences,1533,Male,97,2,Laboratory Technician,Single,2272,24812,No,14,3,80,5,4,3
40,Yes,Travel Rarely,676,Research & Development,Life Sciences,1534,Male,86,1,Laboratory Technician,Single,2018,21831,No,14,3,80,15,5,4
34,No,Travel Rarely,971,Sales,Technical Degree,1535,Male,64,3,Sales Executive,Married,7083,12288,Yes,14,3,80,10,10,9
31,Yes,Travel Frequently,561,Research & Development,Life Sciences,1537,Female,33,1,Research Scientist,Single,4084,4156,No,12,3,80,7,7,2
50,No,Travel Frequently,333,Research & Development,Medical,1539,Male,88,4,Research Director,Single,14411,24450,Yes,13,3,80,32,32,6
34,No,Travel Rarely,1440,Sales,Technical Degree,1541,Male,55,1,Sales Representative,Married,2308,4944,Yes,25,4,80,12,11,10
42,No,Travel Rarely,1210,Research & Development,Medical,1542,Male,68,1,Laboratory Technician,Married,4841,24052,No,14,3,80,4,1,0
37,No,Travel Rarely,674,Research & Development,Medical,1543,Male,47,2,Research Scientist,Married,4285,3031,No,17,3,80,10,10,8
29,No,Travel Rarely,441,Research & Development,Other,1544,Female,39,2,Healthcare Representative,Married,9715,7288,No,13,3,80,9,7,7
33,No,Travel Rarely,575,Research & Development,Life Sciences,1545,Male,44,2,Manufacturing Director,Single,4320,24152,No,13,3,80,5,5,3
45,No,Travel Rarely,950,Research & Development,Technical Degree,1546,Male,97,1,Research Scientist,Married,2132,4585,No,20,4,80,8,5,4
42,No,Travel Frequently,288,Research & Development,Life Sciences,1547,Male,40,3,Healthcare Representative,Married,10124,18611,Yes,14,3,80,24,20,8
40,No,Travel Rarely,1342,Sales,Medical,1548,Male,47,2,Sales Executive,Married,5473,19345,No,12,3,80,9,8,4
33,No,Travel Rarely,589,Research & Development,Life Sciences,1549,Male,79,2,Laboratory Technician,Married,5207,22949,Yes,12,3,80,15,15,14
